order_id,customer_id,store,order_date,category,quantity,unit_price,channel,on_time,revenue,complaint
20188,CUST0105,Cedar Falls,2026-06-08,Dairy,3,3.71,pickup,True,11.13,False
20189,CUST0237,Elmsford,2026-06-08,Meat,2,5.67,pickup,True,11.34,False
20190,CUST0102,Elmsford,2026-06-08,Household,3,5.32,pickup,True,15.96,False
20191,CUST0298,Cedar Falls,2026-06-09,Bakery,2,4.87,delivery,True,9.74,False
20192,CUST0216,Elmsford,2026-06-09,Pantry,6,3.41,delivery,True,20.46,False
20193,CUST0030,Northgate,2026-06-09,Beverages,3,3.72,delivery,True,11.16,False
20194,CUST0330,Cedar Falls,2026-06-09,Meat,2,12.48,pickup,True,24.96,False
20195,CUST0028,Elmsford,2026-06-09,Pantry,2,6.54,pickup,True,13.08,False
20196,CUST0286,Cedar Falls,2026-06-09,Bakery,1,3.49,pickup,True,3.49,False
20197,CUST0095,Cedar Falls,2026-06-09,Meat,2,6.6,pickup,True,13.2,False
20198,CUST0010,Northgate,2026-06-09,Dairy,5,3.88,pickup,True,19.4,False
20199,CUST0279,Brookhaven,2026-06-09,Meat,3,5.71,pickup,True,17.13,False
20200,CUST0174,Cedar Falls,2026-06-09,Meat,2,9.83,pickup,True,19.66,False
20201,CUST0137,Elmsford,2026-06-09,Pantry,3,6.41,pickup,False,19.23,False
20202,CUST0258,Brookhaven,2026-06-09,Produce,6,2.74,pickup,True,16.44,False
20203,CUST0098,Elmsford,2026-06-09,Dairy,1,3.03,delivery,True,3.03,False
20204,CUST0083,Northgate,2026-06-09,Produce,8,2.26,pickup,True,18.08,False
20205,CUST0268,Brookhaven,2026-06-10,Meat,2,8.31,pickup,True,16.62,False
20206,CUST0026,Cedar Falls,2026-06-10,Beverages,3,4.57,pickup,True,13.71,False
20207,CUST0136,Cedar Falls,2026-06-10,Dairy,4,2.93,pickup,True,11.72,False
20208,CUST0164,Northgate,2026-06-10,Dairy,4,3.61,pickup,True,14.44,False
20209,CUST0255,Northgate,2026-06-10,Household,1,5.62,delivery,True,5.62,False
20210,CUST0142,Elmsford,2026-06-10,Pantry,1,3.96,pickup,True,3.96,False
20211,CUST0225,Northgate,2026-06-10,Dairy,5,3.93,pickup,True,19.65,False
20212,CUST0065,Elmsford,2026-06-10,Produce,5,3.46,pickup,True,17.3,False
20213,CUST0089,Cedar Falls,2026-06-10,Meat,3,7.8,delivery,True,23.4,False
20214,CUST0202,Elmsford,2026-06-10,Beverages,2,3.08,delivery,True,6.16,False
20215,CUST0094,Cedar Falls,2026-06-10,Meat,2,10.16,pickup,True,20.32,False
20216,CUST0075,Elmsford,2026-06-10,Pantry,1,5.56,pickup,True,5.56,True
20217,CUST0024,Cedar Falls,2026-06-10,Household,3,5.32,pickup,True,15.96,False
20218,CUST0274,Elmsford,2026-06-11,Frozen,4,6.46,delivery,True,25.84,False
20219,CUST0246,Elmsford,2026-06-11,Bakery,2,4.68,pickup,True,9.36,False
20220,CUST0104,Elmsford,2026-06-11,Beverages,6,4.69,pickup,True,28.14,False
20221,CUST0058,Cedar Falls,2026-06-11,Pantry,6,2.97,delivery,True,17.82,False
20222,CUST0075,Elmsford,2026-06-11,Produce,6,2.3,delivery,True,13.8,False
20223,CUST0180,Elmsford,2026-06-11,Pantry,3,3.96,delivery,True,11.88,False
20224,CUST0163,Cedar Falls,2026-06-11,Produce,4,2.6,pickup,True,10.4,False
20225,CUST0274,Elmsford,2026-06-11,Produce,1,2.4,pickup,True,2.4,False
20226,CUST0135,Elmsford,2026-06-11,Beverages,4,4.43,pickup,False,17.72,False
20227,CUST0154,Brookhaven,2026-06-11,Pantry,3,5.04,pickup,True,15.12,False
20228,CUST0030,Brookhaven,2026-06-11,Pantry,2,4.91,pickup,True,9.82,False
20229,CUST0147,Elmsford,2026-06-11,Household,2,9.44,delivery,True,18.88,False
20230,CUST0323,Brookhaven,2026-06-12,Dairy,5,3.99,pickup,True,19.95,False
20231,CUST0028,Elmsford,2026-06-12,Bakery,3,4.12,pickup,True,12.36,False
20232,CUST0180,Elmsford,2026-06-12,Bakery,1,3.67,pickup,True,3.67,False
20233,CUST0279,Cedar Falls,2026-06-12,Household,1,5.53,delivery,False,5.53,False
20234,CUST0308,Northgate,2026-06-12,Pantry,6,3.27,pickup,True,19.62,False
20235,CUST0235,Brookhaven,2026-06-12,Household,1,9.31,pickup,True,9.31,False
20236,CUST0123,Brookhaven,2026-06-12,Produce,2,2.7,pickup,True,5.4,False
20237,CUST0291,Brookhaven,2026-06-13,Dairy,1,4.29,pickup,True,4.29,False
20238,CUST0137,Northgate,2026-06-13,Produce,2,2.57,pickup,True,5.14,False
20239,CUST0305,Brookhaven,2026-06-13,Beverages,3,4.54,pickup,True,13.62,False
20240,CUST0330,Elmsford,2026-06-13,Dairy,2,3.33,pickup,False,6.66,True
20241,CUST0047,Elmsford,2026-06-13,Produce,6,2.37,delivery,True,14.22,False
20242,CUST0253,Brookhaven,2026-06-13,Produce,8,2.58,pickup,True,20.64,False
20243,CUST0159,Elmsford,2026-06-13,Pantry,5,5.31,pickup,True,26.55,False
20244,CUST0089,Brookhaven,2026-06-13,Meat,1,9.99,pickup,True,9.99,False
20245,CUST0166,Northgate,2026-06-13,Household,3,9.22,pickup,True,27.66,False
20246,CUST0307,Northgate,2026-06-13,Produce,4,4.15,pickup,True,16.6,True
20247,CUST0046,Northgate,2026-06-13,Frozen,4,7.01,pickup,True,28.04,False
20248,CUST0191,Brookhaven,2026-06-13,Produce,2,2.21,pickup,True,4.42,False
20249,CUST0193,Northgate,2026-06-13,Bakery,1,4.45,delivery,True,4.45,False
20250,CUST0096,Brookhaven,2026-06-13,Frozen,4,4.43,pickup,True,17.72,False
20251,CUST0002,Cedar Falls,2026-06-13,Meat,1,11.57,pickup,True,11.57,False
20252,CUST0200,Northgate,2026-06-13,Meat,1,11.75,pickup,True,11.75,False
20253,CUST0151,Cedar Falls,2026-06-13,Household,2,7.92,pickup,True,15.84,False
20254,CUST0038,Cedar Falls,2026-06-13,Bakery,3,4.12,delivery,True,12.36,False
20255,CUST0038,Northgate,2026-06-13,Beverages,4,2.75,delivery,False,11.0,False
20256,CUST0139,Northgate,2026-06-13,Frozen,3,4.8,delivery,False,14.4,True
20257,CUST0318,Northgate,2026-06-13,Beverages,1,4.17,delivery,True,4.17,False
20258,CUST0168,Northgate,2026-06-13,Meat,3,10.58,pickup,True,31.74,False
20259,CUST0089,Elmsford,2026-06-14,Produce,3,3.29,delivery,True,9.87,False
20260,CUST0302,Brookhaven,2026-06-14,Pantry,2,5.84,pickup,True,11.68,False
20261,CUST0307,Cedar Falls,2026-06-14,Dairy,3,3.35,delivery,True,10.05,False
20262,CUST0110,Elmsford,2026-06-14,Pantry,4,6.09,delivery,True,24.36,False
20263,CUST0056,Northgate,2026-06-14,Bakery,1,4.44,delivery,False,4.44,False
20264,CUST0181,Brookhaven,2026-06-14,Frozen,2,4.92,pickup,True,9.84,False
20265,CUST0060,Cedar Falls,2026-06-14,Beverages,3,4.73,pickup,True,14.19,False
20266,CUST0334,Northgate,2026-06-14,Frozen,4,5.7,delivery,False,22.8,False
20267,CUST0103,Cedar Falls,2026-06-14,Dairy,3,4.36,delivery,True,13.08,False
20268,CUST0112,Cedar Falls,2026-06-14,Dairy,5,3.53,delivery,True,17.65,False
20269,CUST0324,Elmsford,2026-06-14,Pantry,1,4.2,pickup,True,4.2,False
20270,CUST0137,Northgate,2026-06-14,Dairy,2,4.21,delivery,True,8.42,False
20271,CUST0178,Elmsford,2026-06-14,Frozen,4,4.62,pickup,True,18.48,False
20272,CUST0217,Cedar Falls,2026-06-14,Pantry,3,3.05,delivery,True,9.15,False
20273,CUST0279,Northgate,2026-06-14,Meat,1,8.83,delivery,True,8.83,False
20274,CUST0205,Brookhaven,2026-06-14,Frozen,3,4.7,pickup,True,14.1,False
20275,CUST0209,Northgate,2026-06-14,Beverages,3,3.41,pickup,True,10.23,False
20276,CUST0270,Cedar Falls,2026-06-14,Frozen,1,5.9,pickup,False,5.9,False
20277,CUST0144,Elmsford,2026-06-15,Pantry,5,4.3,pickup,True,21.5,False
20278,CUST0198,Brookhaven,2026-06-15,Frozen,2,4.42,pickup,True,8.84,False
20279,CUST0002,Cedar Falls,2026-06-15,Bakery,3,3.9,delivery,True,11.7,False
20280,CUST0237,Elmsford,2026-06-15,Dairy,2,2.72,delivery,True,5.44,False
20281,CUST0226,Cedar Falls,2026-06-15,Dairy,1,3.3,pickup,True,3.3,False
20282,CUST0259,Cedar Falls,2026-06-15,Produce,5,3.59,delivery,True,17.95,False
20283,CUST0162,Elmsford,2026-06-15,Pantry,1,5.47,pickup,True,5.47,False
20284,CUST0140,Northgate,2026-06-15,Dairy,2,3.65,pickup,True,7.3,False
20285,CUST0016,Brookhaven,2026-06-15,Bakery,3,3.84,pickup,True,11.52,False
20286,CUST0230,Northgate,2026-06-15,Frozen,2,7.26,delivery,True,14.52,False
20287,CUST0009,Elmsford,2026-06-15,Dairy,5,3.43,pickup,True,17.15,False
20288,CUST0183,Northgate,2026-06-16,Pantry,6,4.63,pickup,True,27.78,False
20289,CUST0294,Elmsford,2026-06-16,Frozen,3,4.46,pickup,True,13.38,False
20290,CUST0260,Cedar Falls,2026-06-16,Dairy,2,4.46,pickup,True,8.92,False
20291,CUST0010,Northgate,2026-06-16,Dairy,1,3.31,pickup,True,3.31,False
20292,CUST0159,Northgate,2026-06-16,Beverages,1,3.24,delivery,True,3.24,False
20293,CUST0135,Cedar Falls,2026-06-16,Dairy,1,3.59,delivery,True,3.59,False
20294,CUST0245,Cedar Falls,2026-06-16,Produce,3,2.62,pickup,True,7.86,False
20295,CUST0172,Northgate,2026-06-16,Household,3,9.38,pickup,True,28.14,False
20296,CUST0307,Cedar Falls,2026-06-17,Frozen,3,6.54,delivery,True,19.62,False
20297,CUST0339,Northgate,2026-06-17,Bakery,3,4.39,pickup,True,13.17,False
20298,CUST0057,Cedar Falls,2026-06-17,Meat,3,10.88,delivery,False,32.64,False
20299,CUST0132,Northgate,2026-06-17,Household,1,6.27,pickup,True,6.27,False
20300,CUST0132,Northgate,2026-06-17,Produce,8,2.21,delivery,False,17.68,False
20301,CUST0059,Brookhaven,2026-06-17,Meat,3,10.93,pickup,True,32.79,False
20302,CUST0183,Northgate,2026-06-17,Household,2,4.87,pickup,True,9.74,False
20303,CUST0098,Elmsford,2026-06-17,Bakery,1,4.59,delivery,True,4.59,False
20304,CUST0042,Elmsford,2026-06-17,Dairy,2,3.47,pickup,True,6.94,True
20305,CUST0021,Cedar Falls,2026-06-17,Bakery,1,4.6,pickup,False,4.6,False
20306,CUST0063,Brookhaven,2026-06-17,Dairy,4,3.25,pickup,True,13.0,False
20307,CUST0338,Elmsford,2026-06-18,Pantry,4,6.74,delivery,True,26.96,False
20308,CUST0128,Northgate,2026-06-18,Beverages,2,4.55,pickup,True,9.1,False
20309,CUST0003,Elmsford,2026-06-18,Pantry,5,3.68,delivery,True,18.4,False
